GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan
114.873082,231.044444,104.266667,653.911111,22.266888
126.821755,222.434783,102.913044,547.666667,21.164919
113.713877,251.954546,118.840909,801.681818,32.625821
124.59375,210.0,94.0,562.5,56.796909
132.399149,227.486487,103.608108,723.310811,29.47068
134.849088,194.06579,82.394737,383.407895,23.901731
129.164063,210.75,97.5,476.25,21.545011
110.4375,204.0,87.590909,509.636364,28.009591
131.957317,388.638889,322.444444,623.763889,79.262612
119.14881,200.0,93.52381,488.619048,29.794534
114.875,183.0,75.882353,334.235294,33.381511
167.0,267.0,123.0,733.0,10.307764
100.267857,226.714286,95.714286,638.0,31.41818
147.535433,230.0,116.75,671.0,21.569655
118.061956,218.092308,100.723077,513.123077,18.903404
129.887202,211.931035,95.448276,587.206897,30.409922
121.245859,489.444444,483.694444,842.611111,45.397624
121.369231,197.714286,85.204082,455.897959,30.740371
123.782865,203.341463,90.390244,438.565041,30.539824
137.904376,244.820513,128.769231,446.153846,16.940124
153.569444,196.0,83.0,421.0,13.491653
125.918166,253.260521,117.172345,775.172345,7.016564
130.087389,225.298246,104.473684,712.77193,27.251584
110.596639,256.266667,113.866667,838.8,11.939849
130.557831,195.923077,87.25,437.865385,30.526058
124.525263,218.033333,94.166667,652.516667,23.042859
156.109375,326.0,263.75,360.5,33.081103
137.474432,262.636364,122.863636,920.5,11.521898
121.420504,239.480769,110.538462,727.623077,26.838994
128.394909,237.237288,115.567797,519.177966,31.186019
108.744792,239.875,146.125,289.041667,37.312494
137.148541,224.0,102.583333,448.416667,35.727266
122.156406,245.150443,123.61062,552.663717,21.001963
126.412337,444.827451,229.207843,378.819608,7.115902
122.637795,209.1875,92.708333,471.333333,23.290502
121.100925,231.792683,111.121951,630.926829,25.204863
131.54797,226.794118,115.529412,323.382353,23.509054
116.315341,208.545455,93.818182,511.954546,21.134409
126.05615,195.0,89.489362,379.744681,28.286896
136.021523,208.486842,93.526316,455.407895,29.2407
133.630952,185.0,73.0,267.5,9.594717
123.685937,218.79646,104.522124,483.353982,37.171955
113.96521,216.47973,100.256757,507.094595,25.830072
131.502155,236.103448,113.965517,599.310345,27.374359
125.308897,207.42,91.34,410.02,20.467758
118.863636,242.787879,121.393939,552.454546,28.211714
127.875415,240.526316,114.342105,617.157895,25.49814
141.371324,254.147059,147.735294,462.705882,26.501045
140.616314,205.761905,92.119048,487.833333,21.153955
118.701068,237.304965,123.028369,485.567376,33.552444
137.858628,186.491803,83.508197,387.081967,16.861642
133.828571,202.909091,95.909091,508.545455,15.473251
120.056047,237.348837,118.930233,613.023256,22.671592
134.806533,193.32,86.546667,357.666667,23.801386
117.309779,243.251256,116.562814,553.38191,27.895812
123.825719,218.297297,99.837838,650.783784,24.95527
150.91958,191.555556,91.111111,622.388889,14.221029
129.088889,208.645161,95.419355,490.193548,34.697234
130.863273,191.40636,82.844523,322.568905,24.596573
148.248918,316.827586,207.586207,380.034483,38.422335
158.03125,238.75,109.5,637.5,26.042033
138.996711,234.263158,109.947368,710.473684,41.185413
140.850694,205.138889,90.25,472.611111,22.23458
136.818854,214.705882,93.147059,447.735294,34.454122
132.656294,204.977778,90.496296,521.266667,34.915976
131.029265,243.090909,112.545455,867.034091,21.989406
122.524355,206.272727,93.0,621.454546,26.250384
133.942708,298.083333,167.75,370.083333,64.231785
117.570048,249.923077,124.961539,650.634615,20.055056
144.446108,229.666667,112.0,729.476191,29.931062
128.70529,235.92,107.04,765.76,29.050191
126.193114,190.972973,82.528958,440.660232,37.656074
114.990234,213.78125,91.40625,587.6875,31.783447
131.142558,195.1,88.366667,461.4,24.221868
115.788691,256.857143,125.238095,785.428571,9.762021
108.269531,280.0,130.5,809.75,12.631805
122.045113,217.96,100.2,617.28,19.179739
143.430147,222.117647,95.176471,498.764706,14.971022
116.184211,185.28,77.58,414.18,37.868874
137.066358,186.317073,85.95122,357.682927,10.836297
115.743049,195.15,85.45,401.6,26.559655
144.863821,207.258065,95.290323,520.193548,14.384999
124.155803,238.015444,109.166023,744.312741,37.635234
108.548077,211.153846,96.384615,659.461539,21.766648
141.266204,244.518519,134.111111,681.703704,28.35291
87.3125,219.75,106.5,571.25,21.229402
51.0,346.0,217.0,376.0,0.0
123.524416,255.033898,138.372881,588.305085,28.84446
113.521484,227.09375,100.09375,640.71875,28.773886
126.636641,262.325301,152.105422,423.572289,25.082871
155.618056,218.888889,94.888889,698.111111,17.237628
119.780564,212.8,89.55,389.35,35.337515
128.377907,353.046154,268.353846,664.815385,26.817084
97.382979,228.388889,103.611111,674.0,7.397864
126.603593,257.09434,118.226415,808.226415,20.945232
110.329546,229.090909,108.772727,564.863636,15.593294
143.614224,240.62069,105.655172,742.034483,43.262108
118.019802,310.789474,207.157895,424.789474,21.11189
131.386555,185.466667,85.466667,419.666667,13.339998
131.376175,222.35,102.8,621.75,41.419681
114.318343,227.90566,117.867925,554.886793,28.521176
129.339599,283.22973,179.013514,397.655405,11.546837
135.096977,215.22,99.12,343.94,15.516817
146.882857,193.863636,88.818182,471.181818,28.948123
138.233824,214.418605,97.44186,730.813954,26.142742
120.529126,227.692308,104.153846,731.153846,18.071849
136.476923,233.341463,114.829268,430.536585,14.703171
107.581818,214.285714,97.285714,565.714286,23.58452
130.752178,247.569231,114.861539,768.323077,10.322905
129.654473,175.496855,71.654088,273.679245,14.6381
116.993007,356.0,228.333333,456.833333,70.787632
118.391608,253.611111,117.611111,841.166667,14.872815
123.882637,267.589744,132.153846,612.794872,28.801253
123.307558,269.825688,148.513762,385.59633,15.628779
115.073171,214.166667,103.805556,469.5,31.611489
124.4125,218.6,103.4,617.1,14.754321
143.176,208.625,92.5,609.0,29.569568
134.529817,229.254546,106.872727,590.781818,16.520801
126.127907,203.777778,89.518519,567.740741,20.903725
135.519298,200.444444,90.805556,515.888889,12.661427
115.696759,228.333333,106.666667,757.407407,21.880584
128.221753,255.61157,117.407714,762.0,7.970712
126.676667,202.736842,89.315789,495.0,22.799013
129.005012,246.06,116.68,719.14,23.569311
148.895833,229.0,106.0,751.0,30.097988
132.851095,208.511628,99.302326,497.488372,37.147318
127.621182,169.131004,67.445415,174.489083,9.037029
142.849515,212.230769,98.384615,595.692308,34.987572
117.455744,261.06015,151.172932,500.601504,24.321596
147.926136,200.181818,95.636364,420.818182,21.050117
97.819444,244.111111,118.333333,882.333333,14.309627
123.342215,213.661157,99.033058,592.942149,30.968886
132.673154,179.874016,77.76378,261.503937,19.718664
110.943182,210.909091,92.818182,625.545455,34.269713
140.731812,217.954546,97.022727,649.363636,29.217436
127.753155,207.548387,92.395161,531.16129,29.961786
132.223214,214.0,97.857143,570.285714,23.266864
133.612211,178.5,73.815789,347.289474,18.836536
135.129199,207.506849,95.876712,414.369863,17.499098
120.321906,217.133333,98.266667,665.96,24.361354
131.920561,208.074074,92.740741,626.0,21.628995
131.239026,216.308176,103.867925,224.811321,20.766339
123.857955,314.090909,211.090909,403.818182,30.402839
132.439516,210.354839,95.129032,637.258065,29.670195
89.8125,190.8,83.2,354.8,8.704022
136.40625,202.0,89.0,549.0,42.241924
117.319298,257.027778,121.777778,756.361111,18.725272
115.212224,243.108108,112.378378,876.432432,28.670033
118.198845,313.907895,204.618421,508.026316,29.092587
135.774834,572.210526,397.631579,430.31579,77.775798
121.2125,195.166667,88.033333,347.533333,39.113794
123.246382,193.672727,83.993939,361.436364,25.539897
106.84375,262.375,128.0625,837.25,23.923625
109.836735,236.348837,121.255814,518.325581,20.970968
130.150747,245.057554,112.467626,825.093525,34.045159
115.841912,200.441177,87.323529,366.117647,36.643058
128.933856,363.227586,252.503448,338.993103,33.836936
148.607639,293.444444,204.111111,347.5,44.786186
87.3125,227.0,99.0,576.0,10.222524
118.117347,205.702703,90.486486,524.72973,30.807634
139.536458,212.25,92.833333,392.0,29.30965
145.216019,205.115385,92.692308,385.923077,18.612086
130.956113,197.3,82.85,472.55,17.039586
133.968647,209.078947,92.289474,485.605263,33.477491
118.125,205.444444,91.111111,528.222222,43.833016
114.387795,228.53125,110.90625,526.21875,28.379525
0.0,450.0,279.0,592.0,0.0
147.534682,190.227273,86.363636,327.5,8.421735
105.185431,219.526316,98.684211,693.421053,24.130072
124.102362,208.8125,92.0625,587.1875,17.432011
114.421717,234.08,125.68,392.44,22.733095
130.334601,222.636364,104.333333,426.090909,12.533445
143.524631,210.769231,90.653846,447.115385,27.110556
164.21875,211.0,86.0,678.0,7.245688
107.635678,250.12,118.92,943.76,22.288078
113.083333,215.222222,96.222222,552.277778,25.292853
123.216994,239.625,112.743056,579.381944,33.679962
136.634069,213.575,93.425,475.525,34.007903
137.409375,222.85,100.95,548.15,40.444375
116.636161,224.858824,107.882353,761.635294,20.457927
126.832962,191.520468,81.023392,237.888889,19.904326
121.995181,208.230769,94.423077,630.442308,25.300852
124.758929,211.0,99.285714,592.857143,7.94111
134.577089,229.739726,115.09589,508.465753,28.981297
113.214286,440.857143,271.428571,579.428571,66.103197
137.913613,201.833333,90.333333,462.166667,23.075021
112.011905,257.660377,120.830189,871.377359,28.039234
127.437819,256.567568,129.378378,633.351351,15.997717
128.819836,188.637681,83.507246,387.304348,23.796219
136.600303,203.024096,87.590361,494.144578,21.556773
136.161184,210.526316,93.263158,531.210526,18.214633
117.976355,322.265625,207.625,422.515625,28.03095
115.048077,223.653846,97.115385,623.5,27.037012
124.224601,197.518182,86.477273,392.490909,27.879986
124.574219,207.9375,92.1875,421.1875,15.487394
105.671875,229.166667,104.833333,791.0,21.29293
128.590983,275.3663,193.791209,359.732601,19.04444
121.732762,216.149068,99.726708,569.850932,45.828164
141.824219,220.875,101.8125,784.5,36.686968
148.653153,192.928571,89.714286,528.857143,17.552981
128.972163,217.295455,100.5,504.625,25.769761
122.949597,943.451613,736.935484,778.387097,16.664405
125.101833,181.225807,76.645161,321.741936,21.778566
112.902153,244.875,114.0,612.0,27.769542
113.259868,217.631579,96.921053,562.026316,24.957582
141.615108,204.657143,91.285714,448.885714,24.37955
148.160156,193.0,83.0,376.5,20.481699
113.553763,234.357143,103.585714,723.457143,30.281364
131.885204,193.204082,84.163265,289.857143,23.968013
139.734592,200.690266,90.584071,450.884956,24.66335
129.560393,198.088889,81.844444,367.555556,37.565127
130.368239,267.654545,175.790909,356.218182,18.804993
113.4125,243.066667,110.333333,808.266667,19.074124
144.031447,196.5,88.55,455.8,16.884608
125.042832,214.75,95.305556,444.902778,23.274591
122.847826,352.786885,265.934426,380.098361,18.186528
134.333735,238.636015,109.62069,783.846743,24.598468
132.344304,226.484849,99.838384,692.434343,30.191066
132.75,227.5,97.0,631.0,21.36196
97.931034,198.181818,89.909091,453.0,30.878862
134.521739,238.115385,119.576923,595.038462,40.146791
137.550512,203.511628,86.116279,431.976744,19.066874
135.650704,237.111111,144.266667,443.688889,15.653407
138.833506,189.114754,88.327869,341.885246,16.618747
104.265152,231.28,106.64,718.28,24.791805
162.046875,248.0,115.0,814.0,24.813051
140.772152,207.52,93.88,448.28,22.859081
123.29235,205.695652,91.173913,481.086957,17.804016
115.266667,185.529412,76.588235,293.411765,18.654573
125.816456,244.9,112.5,686.0,47.284538
120.312831,219.59322,99.084746,594.830509,29.886802
134.231071,211.708333,96.145833,556.875,30.223445
151.382813,198.75,83.0,499.5,18.205425
131.787703,237.703704,110.333333,722.166667,23.797298
118.977401,189.164179,82.626866,330.985075,20.038346
122.270383,246.289474,117.986842,768.302632,24.171579
117.159521,239.063492,115.222222,620.349206,26.636273
119.799145,211.0,96.933333,384.733333,22.320295
141.56067,178.033333,72.6,227.8,18.808066
133.895833,232.0,98.0,678.0,19.014614
117.817742,235.358974,111.282051,873.25641,21.863061
129.784114,261.290323,161.645161,405.16129,12.148406
130.000891,249.853147,109.034965,895.377622,14.584556
130.600807,192.52381,84.666667,346.206349,18.744547
130.371875,195.15,89.05,494.15,25.512497
126.8875,204.6,92.0,572.0,28.244646
87.4375,212.0,96.0,538.0,16.132266
132.204724,249.775,113.7,664.625,13.418178
120.088477,246.688525,113.803279,788.754098,22.172421
133.503413,258.459459,157.351351,514.621622,26.770431
138.262564,203.405405,93.783784,403.666667,21.4428
143.5625,258.181818,119.636364,897.727273,11.600085
143.36875,221.5,95.8,608.9,29.31399
149.840426,243.0,126.0,858.0,13.696107
106.359375,198.833333,89.166667,609.333333,16.68499
127.445411,227.661539,110.492308,445.261539,18.356883
130.147143,197.5,81.113636,257.931818,20.414038
130.857939,201.777778,88.066667,471.844444,16.218508
129.165171,187.903846,84.602564,242.730769,19.269332
147.026119,175.088235,76.941176,244.029412,9.242597
124.955163,226.695652,100.565217,686.434783,27.8711
136.175,236.4,99.0,561.0,38.535179
160.152174,275.0,132.0,980.0,12.498889
132.967952,203.87251,91.657371,398.091634,25.810121
115.356974,245.1875,109.4,737.3125,30.573273
134.53753,184.653846,80.480769,337.730769,19.801904
109.039931,248.527778,125.861111,582.583333,24.240691
106.265625,293.0,188.333333,422.0,19.583688
121.134542,239.757576,124.272727,549.545455,24.420243
141.29712,196.3125,92.020833,556.354167,17.118143
120.947917,252.333333,109.958333,822.375,25.618969
128.70945,197.266667,88.844444,483.377778,29.673499
103.664063,229.5,112.75,797.5,15.968719
133.469873,222.571429,106.033613,645.756303,27.444938
123.977431,412.083333,304.888889,420.527778,45.893765
104.386555,222.066667,100.666667,687.533333,19.881873
133.514349,202.280702,90.45614,467.22807,15.63905
125.855615,284.05,185.35,580.133333,23.499976
136.324421,190.507042,80.774648,439.28169,15.012565
112.700627,214.025,91.45,603.05,29.392176
139.407609,228.086957,113.565217,471.608696,27.247587
127.872443,194.807692,88.346154,340.692308,24.317085
137.60179,212.464286,97.392857,515.5,30.311142
117.391071,256.257143,112.885714,810.942857,17.908976
121.756507,245.623269,128.027701,517.578947,21.893887
141.215947,178.342105,78.421053,309.81579,18.322292
125.788117,194.125,89.446429,380.982143,16.958373
131.053812,244.428571,117.857143,767.785714,13.035274
126.844292,277.145078,179.26943,453.067358,16.350069
137.566606,241.333333,111.492754,775.956522,29.763875
113.595611,274.35,132.4,694.65,21.499477
133.642857,214.333333,95.428571,355.904762,24.900983
103.890777,259.538461,119.346154,701.692308,7.265567
153.5625,245.333333,121.0,714.666667,19.758788
143.313817,204.37037,92.481481,532.185185,23.84518
134.213395,181.642487,79.290155,262.92228,16.537282
123.237815,237.393333,110.92,481.833333,22.737865
103.131944,198.888889,87.111111,412.666667,21.899321
124.996164,202.317391,96.891304,454.682609,26.001325
134.82948,258.727273,133.590909,602.227273,14.797252
118.429565,242.555556,114.138889,483.916667,26.233446
139.727012,244.363636,111.545455,866.363636,32.327386
124.96063,204.0,97.5,498.0,13.056967
117.768013,215.8,94.925,456.05,16.846805
110.602094,207.458333,93.166667,456.125,14.414258
129.58413,168.424242,72.575758,184.909091,11.089843
138.456522,218.478261,97.173913,666.26087,27.873669
127.266533,245.428571,114.746032,786.936508,19.686789
124.78508,204.267606,91.253521,523.929578,35.925146
123.440228,205.181818,88.424242,515.030303,26.205517
136.360236,220.697917,94.416667,518.291667,36.83437
133.727012,176.318182,77.0,276.136364,13.210314
109.116379,215.37931,101.793103,559.310345,27.658526
135.725,238.916667,107.583333,741.270833,20.841071
118.14922,239.176119,113.928358,643.435821,23.127097
132.173446,187.634146,82.487805,345.207317,16.54394
115.643678,239.9,121.9,610.333333,25.955148
149.041667,275.666667,142.333333,672.0,46.709801
138.69863,199.130435,87.478261,458.913044,8.872549
153.584821,260.142857,151.571429,486.571429,19.028577
125.300614,211.530974,96.061947,504.061947,32.407732
118.747727,199.392857,121.892857,425.785714,22.476149
128.368754,211.354497,140.650794,411.301587,24.842135
130.010502,184.87037,103.166667,319.777778,21.732253
137.9975,236.4,127.52,673.0,29.057626
135.677165,199.75,105.208333,453.333333,16.185073
141.988938,176.62069,103.62069,336.689655,11.23884
130.10732,209.117647,113.862745,530.54902,20.015536
119.635551,200.651786,118.821429,312.517857,21.871778
136.162162,189.571429,99.571429,331.571429,15.590421
143.528736,170.363636,78.454545,400.0,10.832306
125.35625,206.4,115.0,439.6,11.679469
128.393617,211.466667,119.366667,530.833333,12.212243
132.404776,201.305556,125.407407,373.805556,23.220295
125.810934,195.535714,102.678571,361.321429,15.270144
131.24812,209.72,143.64,410.16,15.312335
120.982699,209.561644,121.438356,461.972603,19.340865
112.78125,171.222222,79.222222,146.777778,15.187308
127.529193,249.019802,157.722772,609.970297,17.054662
129.221374,206.853659,116.853659,483.682927,21.825684
135.436282,184.5,95.142857,309.190476,13.055264
132.58773,222.392157,133.058823,579.215686,19.832652
124.611009,180.826087,93.434783,242.608696,9.803702
124.628947,189.416667,99.041667,347.333333,24.653396
121.05,224.314815,144.074074,465.055556,21.072813
120.298165,176.909091,93.672727,220.8,20.818777
123.997297,221.671429,156.242857,493.414286,24.439196
132.556952,240.685714,123.15873,496.406349,34.601394
141.217391,217.9375,97.5625,501.21875,22.616344
128.321285,203.06383,91.702128,448.93617,53.894234
127.60628,212.0,95.692308,590.576923,34.243386
126.196477,246.214286,115.264286,830.471429,26.356677
120.8625,688.4,533.4,706.4,45.000444
113.577024,202.833333,84.854167,490.125,28.711901
110.069264,264.103448,123.448276,719.448276,15.937377
106.355769,238.076923,147.461539,254.384615,15.157555
133.484055,224.090909,110.163636,446.236364,29.034753
115.080097,200.961539,87.230769,432.230769,17.545587
134.935065,246.0,131.141304,556.76087,29.280347
129.157118,182.207018,78.010526,342.666667,27.509679
135.763819,225.473684,100.210526,726.842105,26.492407
107.818182,276.0,123.0,923.0,20.652977
111.271967,196.933333,87.466667,361.6,28.378024
95.53125,197.1,87.7,565.1,18.055747
134.625,216.928571,98.714286,714.714286,12.613566
123.519425,308.25,190.295455,206.681818,17.097844
138.810289,222.48718,100.0,581.282051,34.073537
147.601563,465.125,319.9375,513.1875,25.88549
133.781609,223.309859,99.112676,552.056338,30.487489
124.797203,232.333333,122.666667,268.666667,14.02731
110.851163,365.740741,283.555556,638.703704,83.29502
119.405316,236.342105,105.736842,663.828947,28.218783
116.386628,201.534884,94.651163,456.186047,42.587231
125.62653,240.868217,117.085271,511.007752,19.847638
132.737089,298.875,191.65,756.225,32.785048
142.319853,322.235294,221.0,354.764706,37.519361
164.384615,263.0,152.0,426.0,12.671227
132.55655,220.142857,99.701299,679.623377,27.595059
122.239759,231.730769,105.903846,647.115385,36.195204
149.078125,280.5,160.166667,456.166667,36.59567
129.469537,258.615942,129.992754,597.586957,21.27599
152.826923,219.615385,100.692308,411.076923,12.646304
130.59322,200.135135,96.162162,307.0,24.56565
137.698925,262.0,154.828571,445.628571,18.245849
142.52963,254.5,116.529412,871.147059,10.154856
128.579546,301.545455,194.818182,397.181818,39.82088
152.777778,191.833333,98.583333,165.583333,4.399337
139.036797,232.715517,111.293103,651.258621,26.106238
110.642105,209.333333,96.0,571.777778,22.115368
95.818182,220.555556,106.777778,715.555556,10.318388
100.9375,250.0,120.0,800.0,17.451166
121.877083,405.266667,348.933333,688.533333,36.406669
126.164392,226.745283,101.132076,748.09434,34.480362
119.323333,232.017752,109.698225,542.088757,22.350357
138.807407,211.764706,87.823529,428.411765,23.911023
128.46493,179.063492,77.52381,336.222222,16.296494
136.53125,214.125,94.875,625.5,14.87395
116.047771,224.694915,104.830509,671.305085,38.900162
124.343494,239.240741,116.37037,441.537037,25.26456
124.359322,201.621622,86.918919,575.783784,20.82211
111.208571,210.848485,91.318182,562.833333,29.889823
125.416667,233.777778,104.666667,682.111111,24.07396
131.041463,190.144231,89.788462,218.086539,22.002738
115.157117,214.676471,97.352941,536.931373,30.139042
138.431035,467.181818,255.772727,353.727273,41.725193
141.356287,205.857143,91.857143,471.857143,15.526585
152.9125,234.6,100.8,821.2,34.401163
135.491254,192.781609,83.804598,369.252874,19.585161
118.110354,365.608696,268.086957,448.021739,16.949567
129.280434,250.238938,118.00885,791.185841,32.836885
116.921288,215.714286,97.285714,532.228571,30.074655
121.814745,253.742574,119.168317,698.980198,15.898475
112.756667,184.0,79.368421,375.421053,26.515662
125.38131,222.047438,102.159393,595.480076,32.53587
132.949574,228.992674,107.827839,567.684982,37.133053
120.864187,203.890411,84.835616,391.424658,29.376865
124.469536,215.152632,98.484211,675.91579,28.506542
123.424242,227.974684,112.898734,476.734177,19.625406
142.303879,216.241379,100.62069,668.793103,29.491771
110.681102,209.6875,89.5625,541.8125,32.568917
115.288328,218.722222,95.638889,620.833333,21.98014
122.820323,248.301075,120.150538,688.139785,22.913345
124.819334,240.5,113.1,753.25,14.948579
136.422897,188.481482,87.0,527.037037,9.891316
147.45946,230.714286,108.428571,504.428571,6.966392
98.96875,213.666667,97.666667,454.333333,32.446965
129.636485,200.170213,104.446809,419.723404,25.53952
120.178891,219.2,96.257143,492.428571,20.629407
125.763989,241.84,127.617143,435.308571,28.139509
115.161928,224.431373,121.313726,421.705882,17.561185
128.635823,181.213333,81.16,294.76,17.601798
129.842995,228.076923,107.384615,551.346154,38.527732
127.842566,210.255814,86.976744,473.534884,41.473743
134.3875,208.7,92.6,557.45,26.023067
126.642483,196.361111,87.333333,394.180556,33.932429
131.313253,277.361702,167.191489,331.297872,21.846495
130.26087,239.565217,116.956522,531.695652,19.747173
127.4375,488.5,321.5,544.25,32.802439
101.291667,201.111111,82.111111,384.111111,8.178563
126.375767,264.048781,124.02439,714.243902,12.21642
121.384,247.0,107.75,930.0,25.280922
168.760417,228.5,104.666667,769.833333,9.441339
137.516755,224.943662,105.802817,562.0,31.093131
119.811225,265.612245,150.122449,440.918367,32.387633
119.977645,502.571429,519.011905,796.452381,41.841949
117.690076,208.170732,95.146341,486.829268,29.167489
117.555235,212.885058,93.390805,623.367816,20.164392
133.534286,210.045455,98.136364,523.863636,26.96922
117.10582,244.083333,131.833333,394.666667,18.940697
122.793651,263.25,125.0,862.25,25.000547
112.667458,258.814815,138.185185,485.851852,21.874376
108.134454,199.333333,107.066667,253.0,20.509077
132.582816,178.606557,75.42623,262.344262,16.20684
141.241477,247.681818,115.545455,640.454546,48.86871
138.298622,256.487805,123.390244,805.902439,18.944642
120.518438,262.37931,120.103448,914.793103,38.86802
143.973822,230.125,102.541667,707.541667,20.123922
115.750696,221.866667,103.6,624.088889,17.869845
112.597368,206.583333,92.083333,526.833333,25.905243
134.254668,213.833333,96.642857,488.452381,18.878625
113.122807,259.833333,157.555556,366.111111,16.626247
120.169192,227.88,108.36,744.92,27.29378
143.226994,254.645161,150.193548,437.258065,17.01869
122.724891,201.448276,87.655172,359.344828,22.801005
108.545455,214.363636,91.636364,589.090909,13.667842
120.819366,207.18018,93.234234,445.306306,28.284073
137.804198,187.954338,81.16895,301.251142,20.95872
125.846354,234.0,117.583333,677.875,33.118474
119.739675,232.9,120.42,503.36,26.756861
154.9375,207.333333,87.666667,647.0,11.081767
127.641241,196.474227,83.134021,490.030928,50.388722
124.862112,230.980392,110.921569,483.588235,11.931111
133.894244,199.93617,85.723404,392.553192,22.591297
140.703125,207.111111,95.777778,504.305556,24.568059
122.868687,220.16129,96.225806,510.774194,22.636521
135.706019,229.111111,104.481482,570.666667,32.773362
116.177083,206.166667,95.0,582.666667,7.363574
104.027859,265.534884,121.232558,829.162791,14.900209
133.573864,211.170455,96.784091,559.602273,39.014109
129.687084,237.96748,122.930081,495.185366,33.481881
138.900612,208.292683,93.829268,503.365854,23.39847
143.350962,214.5,104.576923,723.038462,16.340904
136.304348,236.347826,110.347826,605.826087,36.13721
138.548611,218.333333,107.222222,506.888889,42.809656
122.118996,247.318182,115.465909,603.829546,16.921428
142.533854,215.041667,101.041667,591.875,19.779338
92.1875,232.5,103.5,510.0,22.652569
112.882353,194.0,80.0,391.666667,16.198217
140.203922,188.59375,84.4375,457.25,30.193759
135.882051,215.081633,108.591837,553.428571,29.080308
114.588697,198.95,91.1,495.75,23.416821
120.20444,240.235294,118.970588,705.191177,26.933212
129.175299,204.5,98.75,166.5,7.688262
125.782609,220.146417,109.043614,536.239875,24.863265
137.739583,228.666667,101.0,706.0,23.62026
136.630189,171.537313,71.253731,322.238806,18.31148
120.433074,222.551724,100.855172,577.827586,26.096091
137.681497,203.88764,92.370787,372.595506,23.527081
134.461988,211.877451,101.627451,436.730392,33.915479
138.114583,212.0,94.833333,552.833333,37.229301
117.0033,214.342105,94.526316,560.210526,24.346486
129.223404,226.745763,102.694915,674.508475,26.143319
115.910667,211.87234,95.361702,605.085106,21.614362
116.23125,174.9,75.2,242.5,40.803064
132.121277,202.020548,90.856164,391.109589,24.952877
150.312,261.5,147.5,343.0,7.615773
90.613636,227.545455,101.818182,525.727273,17.31669
143.558642,371.409836,287.47541,466.819672,45.098227
127.496169,227.181818,125.848485,281.424242,12.339846
162.675,220.6,99.6,566.6,9.792344
118.807763,276.0,133.441177,718.529412,17.098534
132.963158,205.875,86.0,384.5,15.740076
183.28125,222.5,111.0,457.0,4.0
113.370629,250.703704,132.259259,532.407407,26.082543
124.860892,252.416667,124.25,595.166667,26.561217
124.773218,249.108787,117.280335,647.654812,30.450338
146.625,208.588235,88.705882,454.0,15.857715
108.5625,207.727273,93.181818,504.454546,38.869138
122.041254,237.394737,140.894737,415.578947,19.679707
127.206278,260.178571,161.857143,415.464286,21.181281
108.582782,244.578947,112.842105,709.263158,26.329996
131.851923,328.547739,206.231156,310.648241,15.863861
113.225092,213.235294,106.294118,501.352941,16.60283
140.430818,195.85,86.65,524.4,11.24322
134.535127,201.119048,89.702381,505.428571,33.93171
128.840336,170.933333,71.666667,287.0,23.553815
112.623256,215.037037,99.62963,601.407407,24.180279
107.913793,224.482759,102.931035,724.62069,18.579904
129.703812,182.372093,74.883721,292.674419,13.405923
107.576923,213.307692,90.769231,514.153846,45.348225
123.617574,246.27451,113.666667,774.45098,20.300397
145.590551,191.5,91.4375,398.0625,14.491377
143.163968,188.354839,79.193548,345.322581,16.182621
69.545455,710.0,579.0,731.0,0.0
116.945378,208.8,105.466667,329.4,38.000819
139.6125,211.4,91.3,527.5,26.676769
132.865598,196.92233,84.873786,388.747573,14.852751
131.838624,227.642105,104.505263,655.747368,23.553699
113.398821,229.4375,102.09375,655.625,35.883873
148.816901,228.111111,105.222222,632.222222,25.69479
114.186147,241.896552,128.37931,477.586207,15.748242
133.293982,195.966887,84.735099,330.082782,20.08743
120.573113,219.962963,98.407407,634.555556,21.600246
123.662021,203.916667,98.361111,604.444444,42.016715
117.099034,202.461539,91.307692,541.461539,36.901697
124.345875,223.084211,100.010526,665.105263,25.583703
136.760386,202.070588,90.117647,527.929412,24.659609
110.488281,230.0625,103.875,543.8125,26.564706
143.194079,226.631579,99.526316,562.684211,20.435697
134.83676,238.029703,128.970297,464.841584,33.133196
95.549738,220.791667,99.291667,619.375,14.389425
113.429648,178.52,78.96,209.48,8.504493
118.9375,211.4,96.0,515.6,23.342022
105.40625,340.833333,228.277778,253.611111,11.504696
128.844858,212.929578,96.211268,614.943662,31.116658
133.983444,195.552632,90.921053,319.368421,19.731736
127.751018,227.569893,104.021505,791.408602,33.559148
117.171539,237.294521,109.068493,746.842466,27.934671
119.801932,229.538462,104.384615,655.076923,36.684264
134.582844,253.0,114.981482,836.777778,16.273985
132.386555,203.733333,95.8,531.866667,53.596849
127.491667,222.066667,101.733333,604.666667,19.433533
119.501517,229.387097,105.467742,708.370968,30.611187
122.937239,223.15,103.633333,601.816667,30.382245
139.562992,247.25,113.0,853.5625,37.501458
119.519608,222.6875,103.84375,653.03125,24.34389
116.461635,278.72,141.866667,718.266667,24.15316
85.0,222.0,105.0,662.0,0.0
132.778947,239.166667,117.5,572.75,29.50562
128.341912,234.776471,112.070588,576.8,34.976077
134.346997,198.545455,86.272727,402.045455,28.514169
119.045553,205.482759,92.862069,527.586207,30.385709
132.299304,203.407407,90.0,495.407407,36.943771
128.574659,221.865672,102.11194,614.059702,30.084651
