V1,V6,V10,V12,V13,V14,V15
41,1646.0,4,261.0,1,184.0,6
45,406.0,7,314.0,1,-1.0,0
34,133.0,15,401.0,2,187.0,5
47,334.0,26,360.0,1,326.0,8
40,11766.0,13,218.0,2,242.0,9
29,32.0,4,563.0,1,-1.0,0
43,0.0,14,1153.0,3,-1.0,0
42,2103.0,13,384.0,2,-1.0,0
27,138.0,15,89.0,2,-1.0,0
30,853.0,29,279.0,1,148.0,1
19,394.0,5,327.0,3,-1.0,0
38,6360.0,20,1409.0,2,-1.0,0
51,0.0,29,1707.0,2,-1.0,0
80,8304.0,8,606.0,3,91.0,13
51,469.0,14,491.0,1,182.0,3
64,1574.0,29,301.0,3,-1.0,0
71,2850.0,17,185.0,1,-1.0,0
60,12039.0,8,236.0,1,-1.0,0
49,823.0,8,780.0,4,-1.0,0
69,0.0,25,412.0,2,-1.0,0
34,13014.0,13,738.0,1,-1.0,0
28,67.0,20,329.0,3,199.0,2
69,426.0,10,211.0,2,185.0,2
62,1495.0,13,896.0,1,57.0,2
36,403.0,4,920.0,1,-1.0,0
30,720.0,15,1265.0,4,210.0,4
78,2787.0,1,372.0,1,-1.0,0
46,2087.0,20,768.0,3,-1.0,0
40,1836.0,12,750.0,2,-1.0,0
39,224.0,5,208.0,1,-1.0,0
34,-701.0,11,610.0,2,-1.0,0
38,4383.0,4,1381.0,4,-1.0,0
41,3123.0,3,1203.0,2,135.0,2
46,368.0,20,293.0,1,90.0,4
30,313.0,4,1121.0,2,-1.0,0
35,3160.0,16,445.0,2,95.0,1
37,2283.0,6,243.0,2,98.0,2
57,63.0,25,1448.0,17,-1.0,0
33,109.0,25,601.0,2,10.0,7
52,230.0,24,422.0,2,-1.0,0
79,3025.0,11,166.0,3,126.0,3
32,2069.0,22,545.0,1,-1.0,0
42,1713.0,30,855.0,2,-1.0,0
35,867.0,2,230.0,3,-1.0,0
28,676.0,5,1138.0,2,-1.0,0
38,100.0,7,786.0,1,-1.0,0
26,274.0,1,351.0,3,-1.0,0
30,459.0,18,494.0,1,-1.0,0
32,799.0,23,2078.0,6,-1.0,0
27,11862.0,25,285.0,2,97.0,7
37,444.0,14,137.0,1,102.0,5
52,1416.0,13,218.0,3,187.0,3
31,676.0,22,124.0,2,343.0,2
34,1494.0,18,596.0,1,182.0,1
56,1181.0,28,186.0,1,433.0,1
28,41.0,15,885.0,3,352.0,2
40,406.0,12,577.0,2,-1.0,0
32,1168.0,16,411.0,1,-1.0,0
26,132.0,1,194.0,1,119.0,1
22,948.0,18,215.0,1,197.0,2
35,82.0,8,507.0,4,-1.0,0
30,0.0,10,1399.0,1,-1.0,0
37,444.0,4,1063.0,5,-1.0,0
57,830.0,8,662.0,1,367.0,1
27,204.0,28,471.0,2,-1.0,0
26,96.0,11,349.0,1,70.0,3
36,2646.0,13,169.0,1,182.0,10
29,84.0,13,1101.0,2,-1.0,0
53,10541.0,9,178.0,1,-1.0,0
54,5475.0,22,321.0,4,-1.0,0
33,3243.0,12,439.0,4,-1.0,0
60,12980.0,5,115.0,1,-1.0,0
48,318.0,5,1017.0,4,-1.0,0
33,146.0,23,351.0,3,-1.0,0
64,440.0,6,495.0,1,-1.0,0
27,39.0,17,379.0,1,258.0,10
52,4012.0,31,634.0,3,92.0,5
38,5839.0,4,984.0,2,-1.0,0
29,2325.0,2,125.0,1,-1.0,0
36,78.0,30,2692.0,9,-1.0,0
34,611.0,2,350.0,1,-1.0,0
44,755.0,31,829.0,4,-1.0,0
33,555.0,9,204.0,1,365.0,1
27,535.0,16,183.0,1,94.0,1
28,160.0,11,158.0,1,-1.0,0
25,1871.0,8,260.0,1,96.0,1
62,1084.0,14,505.0,1,-1.0,0
45,242.0,30,587.0,1,-1.0,0
30,2424.0,15,337.0,1,95.0,2
32,932.0,16,944.0,1,318.0,1
30,2325.0,10,263.0,1,127.0,7
25,3630.0,9,221.0,7,-1.0,0
41,-1.0,30,1171.0,4,-1.0,0
43,580.0,11,1514.0,1,284.0,2
33,0.0,21,521.0,3,-1.0,0
40,0.0,23,228.0,2,182.0,6
53,1796.0,15,476.0,1,193.0,1
39,5047.0,29,218.0,4,-1.0,0
33,1107.0,18,201.0,1,-1.0,0
49,3608.0,30,252.0,1,168.0,1
32,1879.0,6,591.0,8,-1.0,0
35,6997.0,9,1121.0,1,-1.0,0
52,0.0,9,1486.0,1,-1.0,0
64,679.0,16,167.0,1,-1.0,0
42,7560.0,28,132.0,1,-1.0,0
58,1080.0,29,1058.0,2,-1.0,0
29,874.0,16,231.0,1,181.0,2
37,2987.0,15,93.0,1,91.0,9
58,2155.0,11,248.0,2,182.0,7
41,3426.0,4,102.0,2,297.0,3
31,54.0,29,401.0,1,-1.0,0
32,540.0,29,750.0,1,-1.0,0
49,1314.0,14,834.0,14,-1.0,0
29,1165.0,2,245.0,1,-1.0,0
40,10.0,9,1692.0,2,-1.0,0
46,461.0,30,369.0,2,-1.0,0
28,524.0,6,554.0,2,-1.0,0
31,0.0,28,664.0,8,-1.0,0
39,2981.0,26,200.0,1,-1.0,0
29,1788.0,27,353.0,1,-1.0,0
35,1286.0,5,862.0,3,337.0,1
29,273.0,4,2775.0,2,-1.0,0
44,1791.0,11,71.0,1,190.0,1
22,3982.0,20,206.0,1,-1.0,0
35,4124.0,23,350.0,2,445.0,7
29,572.0,8,319.0,1,-1.0,0
35,62.0,7,226.0,2,88.0,4
27,119.0,16,781.0,2,-1.0,0
44,294.0,16,165.0,3,-1.0,0
27,195.0,25,416.0,3,-1.0,0
26,725.0,5,1916.0,2,189.0,29
56,-1206.0,15,382.0,2,-1.0,0
29,1808.0,7,273.0,2,433.0,1
32,0.0,5,550.0,4,-1.0,0
48,17964.0,1,120.0,1,98.0,5
44,146.0,15,483.0,1,-1.0,0
62,180.0,15,389.0,2,-1.0,0
36,1057.0,19,230.0,2,164.0,2
60,3735.0,22,183.0,1,184.0,11
44,292.0,17,1153.0,4,-1.0,0
48,-392.0,31,725.0,4,-1.0,0
54,3994.0,16,299.0,2,-1.0,0
28,12956.0,2,940.0,1,399.0,3
60,1091.0,30,441.0,5,-1.0,0
40,50.0,15,837.0,1,-1.0,0
25,486.0,13,273.0,3,199.0,4
36,728.0,30,230.0,1,-1.0,0
59,0.0,5,812.0,1,-1.0,0
49,348.0,30,125.0,1,-1.0,0
61,6610.0,24,481.0,2,-1.0,0
30,0.0,15,716.0,3,-1.0,0
33,3552.0,13,158.0,2,85.0,3
32,312.0,17,232.0,2,-1.0,0
34,390.0,27,95.0,2,231.0,2
29,1387.0,18,256.0,2,-1.0,0
65,587.0,15,223.0,2,-1.0,0
58,5188.0,25,606.0,6,-1.0,0
46,706.0,21,588.0,1,386.0,3
29,23.0,2,163.0,1,55.0,2
55,1504.0,22,338.0,2,-1.0,0
42,294.0,26,513.0,1,-1.0,0
36,15485.0,14,461.0,1,-1.0,0
34,15.0,12,377.0,1,-1.0,0
32,689.0,16,162.0,3,-1.0,0
60,2222.0,11,1120.0,2,-1.0,0
42,1080.0,13,951.0,3,370.0,4
37,1533.0,21,555.0,4,-1.0,0
29,6.0,25,315.0,1,-1.0,0
53,988.0,20,1408.0,5,-1.0,0
28,460.0,26,741.0,6,-1.0,0
60,-71.0,30,1451.0,1,-1.0,0
39,1587.0,8,108.0,2,98.0,3
50,416.0,5,494.0,5,-1.0,0
38,2467.0,2,192.0,1,-1.0,0
27,246.0,17,453.0,2,-1.0,0
70,482.0,14,372.0,1,196.0,2
26,409.0,21,577.0,2,-1.0,0
29,1579.0,13,190.0,1,92.0,5
25,1242.0,28,615.0,2,-1.0,0
36,1354.0,7,281.0,3,97.0,2
52,2557.0,28,134.0,5,204.0,2
35,7506.0,30,248.0,1,-1.0,0
40,311.0,6,738.0,2,-1.0,0
66,1948.0,29,106.0,2,269.0,2
32,230.0,18,442.0,1,266.0,8
44,275.0,17,1077.0,1,-1.0,0
71,3020.0,30,304.0,1,270.0,3
29,314.0,30,465.0,1,-1.0,0
49,1.0,4,1076.0,3,175.0,1
30,1289.0,21,1697.0,2,-1.0,0
57,842.0,13,284.0,3,-1.0,0
31,92.0,16,688.0,1,-1.0,0
35,3636.0,21,808.0,2,-1.0,0
72,1388.0,20,513.0,1,-1.0,0
32,0.0,6,767.0,1,-1.0,0
40,1308.0,3,1776.0,2,-1.0,0
26,3511.0,30,439.0,2,-1.0,0
31,533.0,12,90.0,3,93.0,6
30,315.0,23,1407.0,1,-1.0,0
30,1794.0,20,1035.0,1,-1.0,0
35,925.0,8,200.0,4,-1.0,0
27,644.0,2,657.0,1,182.0,1
31,924.0,7,231.0,1,94.0,3
41,1982.0,21,558.0,1,-1.0,0
54,377.0,8,1134.0,1,-1.0,0
21,682.0,6,266.0,1,-1.0,0
37,238.0,3,149.0,1,-1.0,0
26,-46.0,20,382.0,7,-1.0,0
51,5254.0,23,134.0,1,-1.0,0
49,412.0,19,1293.0,8,-1.0,0
23,1129.0,28,806.0,1,-1.0,0
32,945.0,20,531.0,1,-1.0,0
33,1699.0,28,202.0,1,83.0,3
43,136.0,25,363.0,7,-1.0,0
42,5310.0,25,968.0,2,97.0,4
40,7968.0,2,263.0,2,180.0,2
34,172.0,15,177.0,1,-1.0,0
29,1579.0,13,178.0,1,181.0,4
55,0.0,22,360.0,5,-1.0,0
33,498.0,30,301.0,1,-1.0,0
35,80.0,4,434.0,2,94.0,1
59,1634.0,5,836.0,1,-1.0,0
32,53.0,22,671.0,2,-1.0,0
44,1534.0,7,166.0,1,99.0,2
33,44.0,23,529.0,1,-1.0,0
33,1047.0,8,512.0,4,-1.0,0
46,926.0,7,385.0,5,-1.0,0
49,1311.0,8,813.0,1,-1.0,0
52,-468.0,8,534.0,1,-1.0,0
57,230.0,6,177.0,2,210.0,3
47,288.0,31,193.0,1,181.0,1
36,62.0,13,311.0,1,91.0,2
43,2160.0,2,169.0,1,-1.0,0
32,678.0,4,1579.0,1,246.0,4
39,1672.0,20,462.0,1,648.0,1
33,71.0,26,335.0,3,102.0,2
63,3904.0,8,360.0,1,96.0,4
34,4254.0,21,714.0,1,-1.0,0
42,1519.0,19,230.0,1,92.0,1
53,-725.0,27,1205.0,1,-1.0,0
58,0.0,14,358.0,2,-1.0,0
42,7702.0,16,138.0,2,-1.0,0
31,208.0,12,1344.0,7,-1.0,0
40,2763.0,2,566.0,1,395.0,2
48,0.0,3,1233.0,1,351.0,2
53,732.0,27,759.0,2,-1.0,0
35,4822.0,20,843.0,2,-1.0,0
33,607.0,27,110.0,2,-1.0,0
30,983.0,27,189.0,2,-1.0,0
59,3735.0,18,203.0,4,121.0,2
28,227.0,30,278.0,1,-1.0,0
35,354.0,11,444.0,3,-1.0,0
26,-119.0,9,359.0,5,-1.0,0
37,465.0,18,899.0,3,-1.0,0
44,88.0,2,275.0,1,-1.0,0
29,36252.0,30,501.0,1,-1.0,0
46,526.0,30,523.0,1,87.0,2
21,2488.0,12,180.0,1,-1.0,0
54,487.0,21,828.0,4,-1.0,0
45,149.0,23,893.0,3,-1.0,0
53,6181.0,14,817.0,2,209.0,3
30,916.0,29,449.0,2,-1.0,0
34,2733.0,14,604.0,1,-1.0,0
51,1416.0,9,345.0,1,-1.0,0
69,9064.0,7,714.0,1,-1.0,0
73,7111.0,12,146.0,1,-1.0,0
32,653.0,2,84.0,1,-1.0,0
45,2040.0,2,803.0,1,-1.0,0
52,-519.0,9,442.0,8,-1.0,0
38,217.0,9,491.0,6,-1.0,0
31,2589.0,21,614.0,1,-1.0,0
29,231.0,14,1075.0,1,14.0,1
79,2661.0,10,254.0,5,-1.0,0
30,-477.0,21,1532.0,2,-1.0,0
47,335.0,4,417.0,1,76.0,1
51,580.0,19,694.0,2,-1.0,0
45,7895.0,4,872.0,1,-1.0,0
31,1812.0,30,461.0,1,-1.0,0
31,5205.0,9,529.0,2,-1.0,0
29,2753.0,30,645.0,1,-1.0,0
31,756.0,20,355.0,2,-1.0,0
53,9001.0,5,170.0,1,-1.0,0
44,792.0,25,630.0,7,-1.0,0
36,12264.0,12,158.0,2,-1.0,0
42,-407.0,12,829.0,7,-1.0,0
58,99.0,22,396.0,2,-1.0,0
35,885.0,15,632.0,6,-1.0,0
29,314.0,7,415.0,2,116.0,4
63,474.0,25,423.0,1,-1.0,0
50,2218.0,17,711.0,1,-1.0,0
45,644.0,4,633.0,1,-1.0,0
25,102.0,8,574.0,2,-1.0,0
32,1604.0,7,625.0,1,-1.0,0
30,617.0,27,192.0,2,-1.0,0
29,205.0,4,787.0,1,-1.0,0
33,0.0,17,378.0,1,-1.0,0
59,9676.0,27,234.0,2,-1.0,0
29,674.0,30,483.0,1,13.0,5
70,2795.0,8,301.0,2,-1.0,0
58,-382.0,31,644.0,12,-1.0,0
72,0.0,13,99.0,1,-1.0,0
53,104.0,5,701.0,1,-1.0,0
37,125.0,26,679.0,2,-1.0,0
32,51.0,14,203.0,1,87.0,2
32,473.0,7,292.0,3,-1.0,0
26,44.0,30,217.0,1,-1.0,0
28,159.0,16,449.0,2,33.0,4
30,398.0,30,554.0,1,6.0,2
54,0.0,28,161.0,1,98.0,2
28,168.0,1,347.0,3,140.0,2
30,523.0,3,83.0,1,-1.0,0
56,9367.0,13,271.0,2,92.0,4
28,3290.0,5,201.0,2,-1.0,0
30,0.0,4,730.0,2,-1.0,0
25,1119.0,18,1063.0,1,-1.0,0
40,3652.0,14,1028.0,2,-1.0,0
44,1070.0,30,381.0,1,160.0,2
40,0.0,17,522.0,1,-1.0,0
36,926.0,14,216.0,1,-1.0,0
27,178.0,3,732.0,2,-1.0,0
39,-114.0,3,372.0,1,-1.0,0
39,276.0,9,334.0,2,-1.0,0
32,3.0,13,568.0,1,-1.0,0
26,1105.0,6,415.0,1,297.0,3
63,4752.0,2,233.0,2,-1.0,0
59,1625.0,4,198.0,1,180.0,2
38,257.0,30,435.0,1,-1.0,0
46,5511.0,26,414.0,2,389.0,1
18,3.0,25,130.0,2,-1.0,0
51,0.0,2,539.0,2,-1.0,0
72,5715.0,17,1127.0,5,184.0,3
54,1134.0,25,1330.0,3,-1.0,0
54,1624.0,12,166.0,3,182.0,10
27,335.0,26,519.0,3,-1.0,0
43,2367.0,22,173.0,2,181.0,4
31,168.0,4,193.0,2,-1.0,0
52,2269.0,20,1210.0,1,-1.0,0
22,1232.0,30,283.0,1,430.0,2
38,1711.0,30,234.0,1,-1.0,0
25,1857.0,13,295.0,4,187.0,6
32,471.0,2,243.0,3,-1.0,0
37,7433.0,5,630.0,3,-1.0,0
40,1181.0,4,718.0,2,189.0,2
42,105.0,11,1159.0,4,-1.0,0
60,-41.0,6,1658.0,1,262.0,1
61,4608.0,12,212.0,1,-1.0,0
30,4060.0,3,179.0,1,93.0,1
33,62.0,18,473.0,3,-1.0,0
31,1619.0,30,327.0,2,-1.0,0
31,3384.0,16,153.0,1,104.0,2
59,363.0,30,400.0,1,-1.0,0
22,129.0,16,258.0,1,-1.0,0
26,390.0,7,325.0,1,-1.0,0
54,0.0,5,744.0,3,-1.0,0
61,11.0,29,232.0,1,92.0,3
37,127.0,25,192.0,1,193.0,1
46,804.0,12,1063.0,2,361.0,1
38,1559.0,3,136.0,2,280.0,1
44,-411.0,2,432.0,4,-1.0,0
25,82.0,7,104.0,2,-1.0,0
41,0.0,3,438.0,2,389.0,1
29,-20.0,21,574.0,1,-1.0,0
52,-779.0,17,709.0,1,-1.0,0
37,278.0,3,1045.0,3,-1.0,0
62,1495.0,2,265.0,1,-1.0,0
51,538.0,18,1122.0,4,-1.0,0
39,52.0,2,1420.0,3,-1.0,0
35,71.0,15,651.0,1,-1.0,0
27,416.0,30,1193.0,2,-1.0,0
25,125.0,9,215.0,1,92.0,2
32,2465.0,7,923.0,1,-1.0,0
40,1259.0,20,234.0,5,-1.0,0
51,2337.0,25,46.0,4,90.0,7
36,490.0,22,72.0,1,-1.0,0
37,5132.0,31,536.0,8,-1.0,0
58,64.0,21,78.0,2,-1.0,0
35,270.0,6,332.0,2,335.0,1
28,222.0,20,13.0,5,-1.0,0
24,1611.0,28,418.0,1,-1.0,0
33,1148.0,19,299.0,1,-1.0,0
31,0.0,28,231.0,2,-1.0,0
24,91.0,15,134.0,2,-1.0,0
41,114.0,2,82.0,3,-1.0,0
29,0.0,7,256.0,15,-1.0,0
43,-1.0,30,605.0,2,-1.0,0
33,22.0,5,71.0,1,-1.0,0
46,1328.0,28,82.0,6,-1.0,0
35,4.0,14,88.0,1,-1.0,0
28,164.0,9,92.0,7,-1.0,0
55,2990.0,17,83.0,1,-1.0,0
36,0.0,17,138.0,5,-1.0,0
37,0.0,16,46.0,1,-1.0,0
41,3432.0,6,140.0,3,-1.0,0
40,572.0,17,171.0,1,318.0,1
55,0.0,30,111.0,2,-1.0,0
48,109.0,20,113.0,4,-1.0,0
35,1942.0,8,249.0,1,-1.0,0
42,325.0,28,97.0,4,-1.0,0
36,4388.0,8,52.0,3,-1.0,0
56,1.0,11,83.0,2,-1.0,0
47,2597.0,31,52.0,2,-1.0,0
28,0.0,5,335.0,2,281.0,8
25,137.0,24,281.0,3,-1.0,0
52,2428.0,28,61.0,3,-1.0,0
52,556.0,13,733.0,6,-1.0,0
39,3032.0,29,260.0,1,-1.0,0
37,0.0,11,148.0,2,-1.0,0
50,14.0,26,68.0,1,-1.0,0
50,917.0,16,107.0,2,-1.0,0
45,-192.0,6,138.0,3,-1.0,0
45,-73.0,18,125.0,2,-1.0,0
32,168.0,27,86.0,1,-1.0,0
33,-238.0,13,73.0,2,-1.0,0
51,234.0,9,281.0,3,-1.0,0
32,489.0,20,212.0,1,-1.0,0
37,3913.0,9,76.0,2,-1.0,0
31,18.0,8,82.0,2,-1.0,0
44,3.0,6,248.0,1,-1.0,0
33,0.0,22,135.0,3,-1.0,0
32,3083.0,22,271.0,2,-1.0,0
53,243.0,7,66.0,2,-1.0,0
34,-115.0,14,360.0,1,-1.0,0
44,-299.0,23,268.0,1,-1.0,0
31,-1.0,15,99.0,1,352.0,1
26,697.0,18,253.0,2,-1.0,0
53,-165.0,9,89.0,1,-1.0,0
52,2977.0,18,286.0,5,-1.0,0
35,634.0,29,122.0,2,-1.0,0
45,-3.0,13,213.0,1,-1.0,0
34,1698.0,27,39.0,7,-1.0,0
30,1837.0,18,109.0,2,-1.0,0
30,-679.0,23,372.0,3,-1.0,0
46,69.0,18,103.0,2,-1.0,0
51,0.0,22,176.0,4,-1.0,0
42,6445.0,2,20.0,8,-1.0,0
27,116.0,30,46.0,1,-1.0,0
32,963.0,28,15.0,13,-1.0,0
44,538.0,31,196.0,2,-1.0,0
33,121.0,26,210.0,6,-1.0,0
36,330.0,13,777.0,2,-1.0,0
57,-461.0,4,145.0,8,-1.0,0
46,9347.0,19,138.0,1,117.0,1
30,46.0,13,382.0,3,-1.0,0
49,47.0,5,234.0,2,-1.0,0
39,0.0,28,224.0,2,-1.0,0
40,9.0,28,154.0,2,-1.0,0
53,1014.0,19,59.0,2,-1.0,0
38,0.0,18,185.0,3,-1.0,0
50,235.0,11,71.0,2,-1.0,0
50,101.0,6,43.0,2,326.0,1
36,96.0,27,125.0,15,-1.0,0
20,479.0,11,158.0,2,-1.0,0
55,19.0,16,56.0,3,-1.0,0
55,6205.0,6,233.0,2,-1.0,0
48,-547.0,21,275.0,2,-1.0,0
36,6641.0,30,105.0,4,-1.0,0
48,5348.0,18,105.0,1,-1.0,0
42,-166.0,14,337.0,4,-1.0,0
30,6.0,23,274.0,2,-1.0,0
31,528.0,21,5.0,7,-1.0,0
53,3158.0,31,126.0,23,-1.0,0
43,1648.0,17,80.0,1,-1.0,0
49,301.0,14,789.0,2,-1.0,0
48,0.0,20,139.0,1,-1.0,0
58,911.0,30,49.0,1,-1.0,0
43,324.0,8,629.0,4,-1.0,0
46,225.0,6,530.0,5,-1.0,0
34,1.0,17,54.0,3,-1.0,0
32,12.0,7,173.0,2,-1.0,0
53,206.0,5,145.0,1,-1.0,0
29,48.0,23,164.0,1,-1.0,0
34,945.0,24,181.0,1,-1.0,0
31,2744.0,8,309.0,2,-1.0,0
24,5482.0,18,424.0,2,-1.0,0
21,-42.0,10,5.0,1,-1.0,0
59,2552.0,5,125.0,3,-1.0,0
36,1357.0,5,74.0,5,-1.0,0
37,410.0,2,317.0,6,-1.0,0
57,249.0,5,164.0,1,-1.0,0
48,1669.0,3,143.0,1,-1.0,0
40,68.0,30,170.0,19,-1.0,0
46,310.0,24,58.0,2,-1.0,0
43,388.0,6,644.0,1,355.0,2
48,61.0,28,198.0,1,-1.0,0
30,601.0,27,154.0,1,-1.0,0
32,0.0,7,255.0,2,-1.0,0
49,1838.0,8,203.0,1,-1.0,0
28,649.0,25,481.0,3,-1.0,0
29,358.0,21,88.0,5,-1.0,0
32,-169.0,14,310.0,3,-1.0,0
33,594.0,23,149.0,1,-1.0,0
34,3092.0,19,115.0,1,-1.0,0
39,6512.0,20,16.0,6,-1.0,0
21,691.0,13,219.0,1,101.0,2
57,1166.0,9,106.0,1,-1.0,0
50,1227.0,29,380.0,2,-1.0,0
26,1099.0,15,99.0,2,225.0,13
39,0.0,20,286.0,4,-1.0,0
89,0.0,27,157.0,5,-1.0,0
45,-55.0,29,78.0,3,197.0,1
48,608.0,30,362.0,2,-1.0,0
35,162.0,22,675.0,2,-1.0,0
59,1040.0,5,123.0,2,-1.0,0
49,2501.0,30,50.0,2,-1.0,0
77,2123.0,4,141.0,4,-1.0,0
43,15.0,13,304.0,2,-1.0,0
45,4413.0,29,77.0,35,-1.0,0
54,2423.0,3,75.0,4,-1.0,0
60,1626.0,27,395.0,2,-1.0,0
50,74.0,27,146.0,1,-1.0,0
48,1800.0,18,103.0,1,-1.0,0
28,1633.0,8,233.0,1,95.0,1
45,492.0,29,141.0,2,-1.0,0
57,0.0,16,214.0,1,-1.0,0
42,250.0,12,213.0,3,-1.0,0
43,30.0,30,379.0,17,-1.0,0
45,1979.0,17,76.0,3,-1.0,0
36,2176.0,28,52.0,2,-1.0,0
35,156.0,8,302.0,1,283.0,3
35,-15.0,21,554.0,3,-1.0,0
38,384.0,3,387.0,1,-1.0,0
32,69.0,7,95.0,1,357.0,3
33,2583.0,6,129.0,1,-1.0,0
29,222.0,3,197.0,1,250.0,23
35,343.0,6,151.0,2,-1.0,0
34,1243.0,8,157.0,4,-1.0,0
33,405.0,14,99.0,4,353.0,1
52,420.0,7,139.0,4,-1.0,0
35,450.0,20,95.0,2,-1.0,0
38,113.0,13,25.0,10,-1.0,0
33,67.0,16,137.0,2,-1.0,0
36,328.0,20,537.0,2,-1.0,0
51,437.0,6,109.0,1,-1.0,0
32,205.0,18,197.0,3,-1.0,0
34,-73.0,11,90.0,1,-1.0,0
47,333.0,21,8.0,5,137.0,1
56,379.0,13,58.0,5,-1.0,0
50,-70.0,6,386.0,2,-1.0,0
43,-1.0,15,51.0,1,311.0,2
42,1079.0,31,61.0,2,-1.0,0
38,5506.0,20,74.0,1,-1.0,0
37,1045.0,4,106.0,1,79.0,3
36,8267.0,18,321.0,2,-1.0,0
44,597.0,7,137.0,2,-1.0,0
45,1214.0,28,118.0,2,-1.0,0
51,423.0,16,95.0,1,-1.0,0
30,1013.0,3,24.0,9,-1.0,0
32,517.0,5,528.0,1,-1.0,0
33,1529.0,18,41.0,1,-1.0,0
28,1109.0,27,89.0,4,310.0,5
41,4539.0,30,298.0,3,-1.0,0
42,1316.0,5,285.0,1,-1.0,0
31,34.0,22,121.0,1,-1.0,0
43,-19.0,5,124.0,3,-1.0,0
65,0.0,10,465.0,1,-1.0,0
56,264.0,7,639.0,2,280.0,5
44,38.0,15,152.0,2,-1.0,0
53,2398.0,3,108.0,1,92.0,1
30,1058.0,4,515.0,1,-1.0,0
30,10152.0,10,266.0,1,-1.0,0
38,362.0,8,100.0,5,-1.0,0
30,163.0,23,123.0,2,-1.0,0
38,4.0,18,71.0,3,-1.0,0
24,3298.0,28,227.0,1,-1.0,0
52,437.0,12,137.0,3,113.0,1
55,5443.0,5,264.0,2,-1.0,0
29,241.0,5,7.0,5,-1.0,0
48,558.0,25,433.0,6,-1.0,0
60,216.0,2,214.0,1,-1.0,0
49,-63.0,14,416.0,2,-1.0,0
36,0.0,8,171.0,1,172.0,3
52,691.0,29,158.0,1,-1.0,0
51,1327.0,7,21.0,2,-1.0,0
28,1026.0,13,101.0,3,-1.0,0
32,1288.0,12,286.0,1,-1.0,0
42,671.0,16,14.0,20,-1.0,0
25,41.0,4,101.0,2,-1.0,0
35,-402.0,17,46.0,1,-1.0,0
59,681.0,14,427.0,2,-1.0,0
43,1559.0,30,123.0,1,-1.0,0
56,1346.0,28,240.0,3,-1.0,0
33,889.0,18,13.0,1,373.0,6
47,3745.0,7,113.0,1,200.0,1
45,1323.0,17,550.0,1,-1.0,0
44,0.0,14,211.0,2,-1.0,0
46,499.0,31,37.0,10,-1.0,0
35,107.0,6,142.0,3,-1.0,0
34,1758.0,6,14.0,8,-1.0,0
30,491.0,9,197.0,4,-1.0,0
31,159.0,23,533.0,1,-1.0,0
31,84.0,15,264.0,2,-1.0,0
35,406.0,11,126.0,12,-1.0,0
55,338.0,14,8.0,4,300.0,5
30,20.0,20,404.0,6,340.0,1
54,24.0,28,404.0,1,-1.0,0
40,752.0,21,456.0,1,157.0,1
31,0.0,29,157.0,2,-1.0,0
51,1057.0,9,149.0,2,-1.0,0
53,90.0,5,124.0,1,-1.0,0
52,0.0,20,47.0,1,-1.0,0
45,976.0,2,176.0,4,-1.0,0
42,1220.0,28,155.0,2,-1.0,0
32,6981.0,2,154.0,1,194.0,3
33,15.0,22,199.0,1,-1.0,0
60,5421.0,18,458.0,4,-1.0,0
31,236.0,4,211.0,3,-1.0,0
60,-14.0,20,121.0,3,-1.0,0
51,101.0,7,217.0,3,-1.0,0
57,1404.0,18,119.0,7,-1.0,0
37,449.0,29,59.0,4,-1.0,0
43,590.0,20,306.0,2,-1.0,0
49,126.0,19,184.0,2,-1.0,0
51,-895.0,20,104.0,5,-1.0,0
26,158.0,8,416.0,4,-1.0,0
58,1636.0,15,187.0,1,-1.0,0
37,345.0,19,204.0,1,-1.0,0
30,9634.0,12,781.0,5,-1.0,0
34,4535.0,6,54.0,3,-1.0,0
31,-464.0,12,256.0,4,-1.0,0
48,2537.0,26,219.0,6,-1.0,0
25,-187.0,27,275.0,4,-1.0,0
43,-260.0,11,183.0,2,-1.0,0
42,1202.0,11,40.0,1,-1.0,0
42,681.0,18,203.0,1,-1.0,0
31,527.0,15,98.0,2,359.0,1
59,0.0,8,130.0,1,-1.0,0
35,556.0,13,214.0,1,-1.0,0
32,883.0,30,59.0,1,-1.0,0
51,-153.0,20,62.0,4,-1.0,0
30,93.0,6,146.0,4,-1.0,0
33,0.0,5,399.0,2,358.0,5
35,975.0,16,102.0,1,-1.0,0
51,113.0,15,71.0,3,-1.0,0
41,121.0,13,16.0,6,176.0,5
39,4430.0,18,13.0,4,362.0,1
60,71.0,5,185.0,1,-1.0,0
48,1039.0,17,581.0,1,-1.0,0
30,6683.0,30,180.0,1,-1.0,0
34,1408.0,23,245.0,1,-1.0,0
33,0.0,26,60.0,2,-1.0,0
41,2242.0,6,459.0,4,-1.0,0
55,1097.0,7,191.0,4,-1.0,0
34,-167.0,21,201.0,1,-1.0,0
32,357.0,18,175.0,2,-1.0,0
39,-455.0,23,542.0,2,-1.0,0
39,2679.0,23,811.0,1,-1.0,0
53,1194.0,30,166.0,4,-1.0,0
25,431.0,16,493.0,1,317.0,12
28,38.0,18,16.0,5,355.0,3
35,5.0,19,268.0,3,-1.0,0
35,-400.0,3,85.0,1,-1.0,0
31,-366.0,19,313.0,1,180.0,1
40,67.0,21,199.0,2,-1.0,0
47,3533.0,20,319.0,1,100.0,2
28,21.0,8,219.0,3,-1.0,0
48,734.0,17,1208.0,3,-1.0,0
